,0
11917,Google Neural Machine Translation
11918,National Robotics Challenge
11919,VenueGen
11920,Unified Modeling Language
11921,Identilock
11922,Intracluster medium
11923,Doxastic logic
11924,Confirmatory factor analysis
11925,Graphology
11926,Automatic image annotation
11927,Jay Webber Seaver
11928,Championship Blackjack
11929,Secondary notation
11930,Confederation of Laboratories for Artificial Intelligence Research in Europe
11931,Waffles (machine learning)
11932,Microsoft PixelSense
11933,Procedural reasoning system
11934,Bi-Beast
11935,Image2Text
11936,Opus (audio format)
11937,G-arm medical imaging
11938,Datomic
11939,RDF4J
11940,Mirai (malware)
11941,.dng
11942,Miraitowa and Someity
11943,Markov partition
11944,FIRST Lego League Explore
11945,The Adventures of Supergirl
11946,Momenta
11947,Data & Knowledge Engineering
11948,OpenRaster
11949,Classical limit
11950,New Cutie Honey
11951,Metashape
11952,Hypergraphy
11953,Hand Held Products
11954,In the Beginning... Was the Command Line
11955,Motion-capture acting
11956,Comparison of Prolog implementations
11957,Interpolation
11958,Philip E. Agre
11959,Diagnostic Health Corporation
11960,CubeRover
11961,Electro-selective pattern
11962,LittleDog
11963,Guided filter
11964,Source–filter model
11965,Simultaneous algebraic reconstruction technique
11966,Challenge of the GoBots
11967,Téarma
11968,Better than Us
11969,Fuzzy markup language
11970,Hydrostatic weighing
11971,Filtered-popping recursive transition network
11972,Velocity Moments
11973,Thermocouple
11974,Multiline optical-character reader
11975,Nicole Stenger
11976,Keith Sparks
11977,Aerial video
11978,Allen Institute for AI
11979,Linguistic value
11980,SMA*
11981,MAVLink
11982,Video tolling
11983,Craniometry
11984,Abell S740
11985,Autodesk Inventor
11986,Robopsychology
11987,Fluorenylidene
11988,Logic Theorist
11989,Unmechanical
11990,Lifeboat Foundation
11991,Danah boyd
11992,Project Wingman
11993,Imitation Krabs
11994,Michel DeGraff
11995,Random sample consensus
11996,Jeff Dean
11997,Interactive Theorem Proving (conference)
11998,Spyce Kitchen
11999,Michael Knight (Knight Rider)
12000,DoNotPay
12001,Label printer
12002,Bullet Group
12003,Biometric Database Law
12004,Conservatism (belief revision)
12005,Karyn Moffat
12006,CRS Robotics
12007,International Ergonomics Association
12008,Chao (Sonic the Hedgehog)
12009,FIRST Global Challenge
12010,Randomized Hough transform
12011,Braina
12012,Navigation research
12013,DeepNude
12014,Mark II (robot)
12015,Paradigm classification
12016,Multiple scattering low coherence interferometry
12017,Weird Science (TV series)
12018,BlueJeans
12019,Proaftn
12020,Test Tube Aliens
12021,The Creation of the Humanoids
12022,Infinite Stratos
12023,HTC Windows Phone 8S
12024,Tik-Tok (novel)
12025,Melomics109
12026,Roboshark
12027,Jollo
12028,Corpus-assisted discourse studies
12029,Summer Wars
12030,Warehouse management system
12031,Optical neural network
12032,ML.NET
12033,Rover (The Prisoner)
12034,User experience
12035,HFST
12036,Index term
12037,Deborah McGuinness
12038,Sandwich printing
12039,String (computer science)
12040,Metropolis (Blade Runner)
12041,Padua points
12042,Fog robotics
12043,ColorZilla
12044,Granulometry (morphology)
12045,Interior reconstruction
12046,Nokia Lumia 710
12047,Delrina
12048,Gurn
12049,Active Worlds
12050,ParaEngine
12051,Talis Group
12052,ZYYX
12053,AvantGuard
12054,Ray Solomonoff
12055,The Quantum Thief
12056,Aerial base station
12057,Nintendo Labo
12058,Aidoc
12059,.jpeg
12060,Feature hashing
12061,Digital master
12062,Prime Sentinel
12063,Monte Carlo localization
12064,Multimodal sentiment analysis
12065,Simulated reality
12066,Pacific Rim (film)
12067,International Drone Racing Association
12068,Big Trak
12069,Scour Inc.
12070,ESTAR project
12071,Geographical cluster
12072,Cheiroscope
12073,SNMPTT
12074,Teacher look
12075,JPEG XT
12076,PARAFE
12077,Bidirectional associative memory
12078,SETILive
12079,Comparison of graphics file formats
12080,BASHLITE
12081,Anno 1800
12082,Queen of Angels (novel)
12083,Char Davies
12084,Preclinical imaging
12085,Tygem
12086,SDL plc
12087,Sketchpad
12088,Mean squared error
12089,Babylon Software
12090,Yuki–Wappo languages
12091,H-maxima transform
12092,Virtual reality applications
12093,Shlomo Argamon
12094,Constrained Application Protocol
12095,Soft ontology
12096,"Chamberlain Group, Inc. v. Skylink Technologies, Inc."
12097,Ecological interface design
12098,Language identification in the limit
12099,ZeroAccess botnet
12100,Charset detection
12101,IMAX
12102,Mobile robot
12103,Vinyl cutter
12104,MindMup
12105,Yahoo! Messenger
12106,Neurochip
12107,Roberto Pieraccini
12108,MANIC (cognitive architecture)
12109,Scitex CT
12110,TERPROM
12111,Koman languages
12112,Arcade (film)
12113,Nonny de la Peña
12114,Microwork
12115,Semantic web service
12116,Qfix robot kit
12117,Xybernaut
12118,Resistive touchscreen
12119,Rapid tooling
12120,BI-RADS
12121,AppLocale
12122,RITE Method
12123,GNU Prolog
12124,Digital Morse theory
12125,Léon Bottou
12126,"Counter rocket, artillery, and mortar"
12127,Dither
12128,Deliberative agent
12129,Bullet time
12130,CuckooChess
12131,Digital outcrop model
12132,Justine Cassell
12133,PDF
12134,The K2
12135,Numerical control
12136,Sun Raster
12137,Relational data mining
12138,Metallo
12139,Bat algorithm
12140,KAoS
12141,Systems theory
12142,Gaussian blur
12143,ADA (Smart antenna)
12144,ANIM
12145,Autonomous Robotics Ltd
12146,Convergence insufficiency
12147,Ursa Major Cluster
12148,Notation for theoretic scheduling problems
12149,Reference beam
12150,Doubly linked face list
12151,Pipeline Pilot
12152,IRA (character encoding)
12153,EDI (Mass Effect)
12154,PVLV
12155,Vandi Verma
12156,European Accessibility Act
12157,Kleene star
12158,Boustrophedon cell decomposition
12159,Smart doorbell
12160,Snap! (programming language)
12161,Bayer filter
12162,Handwriting recognition
12163,SMPTE 2071
12164,Orthoscopy
12165,Use error
12166,Logitech G25
12167,Linear predictive analysis
12168,.heif
12169,Path analysis (statistics)
12170,Nickelodeon Robot Wars
12171,Task View
12172,DAYDREAMER
12173,Corneal topography
12174,Seymour Papert
12175,Vector graphics
12176,Digital modeling and fabrication
12177,Autonomous robot
12178,Social structure
12179,Intermec
12180,Companion robot
12181,Cleatus the Fox Sports Robot
12182,Cwm (software)
12183,2-satisfiability
12184,GPT-2
12185,Myhill–Nerode theorem
12186,Agent architecture
12187,Dennō Coil
12188,Dieter Jung (artist)
12189,Explicit substitution
12190,Pixelation
12191,Rich client
12192,Blinking twelve problem
12193,Human sensing
12194,Davenport–Schinzel sequence
12195,Stenomask
12196,Phosphoramides
12197,Good News from the Vatican
12198,SmartAction
12199,1999 (Charli XCX and Troye Sivan song)
12200,Speeded up robust features
12201,Reservoir computing
12202,Nubian languages
12203,User interface design
12204,Joint constraints
12205,Volume ray casting
12206,Block-matching and 3D filtering
12207,CADUCEUS (expert system)
12208,Alarm.com
12209,Google Now
12210,Stadtpilot
12211,Multimodal Architecture and Interfaces
12212,BAE Systems Mantis
12213,Corpus linguistics
12214,Abell 370
12215,TriG (syntax)
12216,Hekisuikai
12217,Android Auto
12218,Kaleidica
12219,Lamber-Goodnow
12220,Dimension W
12221,Paul Viola
12222,Kernel preemption
12223,Photochemical Reflectance Index
12224,Maximo vs. Army of Zin
12225,Synchronous context-free grammar
12226,Amine oxide
12227,Spatial–temporal reasoning
12228,Reflection (computer graphics)
12229,Robotics suite
12230,Cross-industry standard process for data mining
12231,Apple Pencil
12232,Iterative reconstruction
12233,Wget
12234,Herbert Freeman
12235,Autoepistemic logic
12236,Ensemble averaging (machine learning)
12237,Xiaoyi (robot)
12238,Orthanc (server)
12239,Composite portrait
12240,InterCall
12241,Tiniguan languages
12242,F* (programming language)
12243,FICO
12244,Inverse monopulse seeker
12245,UDOO
12246,CL J1001+0220
12247,Japan Society of Photogrammetry and Remote Sensing
12248,K-means clustering
12249,Image resolution
12250,Language Technologies Institute
12251,Open-shop scheduling
12252,Boi Faltings
12253,Morpheus (The Matrix)
12254,Inductive programming
12255,Rabbot
12256,Kaldi (software)
12257,Syledis
12258,Universal generalization
12259,Visual Word
12260,Colour cast
12261,Datalog
12262,GT Racing Cockpit
12263,Insulated shipping container
12264,Random sequence
12265,Red Dwarf
12266,Legendre moment
12267,Motion Tracking using Java
12268,ApertusVR
12269,Rosalind Picard
12270,Axonometry
12271,Hyperwords
12272,Full Rate
12273,WASP-12
12274,Literatronica
12275,Curry (programming language)
12276,SAGEM Sigma 30
12277,Conference on Computer Vision and Pattern Recognition
12278,Not Quite C
12279,Number Six (Battlestar Galactica)
12280,Kampyle (software)
12281,History of machine translation
12282,Intel 8253
12283,Marilyn Tremaine
12284,IEEE Robotics and Automation Award
12285,Formlabs
12286,Head-mounted display
12287,Non-surveyable proof
12288,Karl Gottlieb von Windisch
12289,Multi Autonomous Ground-robotic International Challenge
12290,PARRY
12291,.svg
12292,MATLAB
12293,Crowding
12294,Vision (Marvel Cinematic Universe)
12295,Digraphs and trigraphs
12296,Yandex.Translate
12297,SpecTrek
12298,Enter the Matrix
12299,DADiSP
12300,Existential risk from artificial general intelligence
12301,Mimics
12302,Articulatory speech recognition
12303,Computer-assisted legal research
12304,Sonic the Hedgehog (film)
12305,Windblade
12306,Robotman (Cliff Steele)
12307,Tom Servo
12308,Artificial intelligence for video surveillance
12309,Amazon Lumberyard
12310,Behavioral analytics
12311,Emmett Leith
12312,Accessible housing
12313,Cauchy product
12314,David Ullman (author)
12315,Layout manager
12316,Margarita Chli
12317,NAL Slybird
12318,CIML community portal
12319,Semiotic engineering
12320,Uniphore
12321,Amidine
12322,Steady change
12323,Time delay neural network
12324,Eyebrow flash
12325,Conference XP
12326,On Colors
12327,Electronic article surveillance
12328,Cornell Cup USA
12329,Norm (artificial intelligence)
12330,Dragon Runner
12331,Focus peaking
12332,Tomorrowland (film)
12333,EMIEW
12334,The Mummy!
12335,JO-ZERO
12336,Dhairya Dand
12337,The Upuaut Project
12338,Gipsy Avenger
12339,DragonDictate
12340,Magnetic positioning
12341,Infosphere
12342,Fractional anisotropy
12343,.djv
12344,Çevirmen
12345,DeepMind
12346,Situation calculus
12347,Minimal recursion semantics
12348,Asterism (astronomy)
12349,Evolutionary Computation (journal)
12350,Discrepancy function
12351,MiniKanren
12352,Bad Blood (Ministry song)
12353,Kannada in computing
12354,Hands-free computing
12355,DARPA Grand Challenge (2004)
12356,Infer.NET
12357,Universal powerline bus
12358,Goobi
12359,"A Private View at the Royal Academy, 1881"
12360,Concurrent MetateM
12361,Razer Hydra
12362,My Friend Cayla
12363,Stewart Nelson
12364,Attempto Controlled English
12365,Sally Carrera
12366,Color photography
12367,Code page 3846
12368,Librestream
12369,SAWSDL
12370,The Summerland Project
12371,British Machine Vision Conference
12372,Andrey Korotayev
12373,Chibi-Robo! Zip Lash
12374,Microsoft RoundTable
12375,Agricultural robot
12376,Apple Watch Series 6
12377,Microgenomates
12378,Hank Henshaw
12379,PolyAnalyst
12380,Ebert test
12381,Internet Scrabble Club
12382,Inside the Robot Kingdom
12383,Linked Data Platform
12384,Storm botnet
12385,Qmodem
12386,Library of Congress Subject Headings
12387,Novelty detection
12388,John Shawe-Taylor
12389,Ajung Moon
12390,Human–computer interaction (security)
12391,Diagnosis (artificial intelligence)
12392,Constraint logic programming
12393,Proximal gradient methods for learning
12394,Wolfgang von Kempelen's speaking machine
12395,Semantic matching
12396,MLOps
12397,Cars for wheelchair users
12398,81Dojo
12399,"Heritage Microfilm, Inc."
12400,Robotics
12401,Apple Watch Series 5
12402,Intuition
12403,Google Translate
12404,Avatar (Xbox)
12405,Fighting machine (The War of the Worlds)
12406,The Engine
12407,Marketing and artificial intelligence
12408,Aeryon Scout
12409,Artificial Linguistic Internet Computer Entity
12410,The Monarch Initiative
12411,Facial Images National Database
12412,Mottle
12413,Sairento VR
12414,UFRaw
12415,Speech recognition software for Linux
12416,Evolution of Human Languages
12417,Telephonoscope
12418,Intrinsic dimension
12419,Separable filter
12420,ScanIP
12421,His Name Was Robert
12422,Iwaidjan languages
12423,Rainbow hologram
12424,Persuasive technology
12425,Cyborg Foundation
12426,Robot economics
12427,Hidden semi-Markov model
12428,Multi-level governance
12429,Phosphine
12430,Digital object memory
12431,Kori Inkpen
12432,Scenario (computing)
12433,Stereolithography
12434,Pan Yunhe
12435,IVUE
12436,Métamatic
12437,XSLT/Muenchian grouping
12438,Pandora FMS
12439,Vector slime
12440,Guided rat
12441,Fruit picking robot
12442,Dust to Dust (comic)
12443,United States Armed Forces Chess
12444,William James Lectures
12445,MALINTENT
12446,Amped (novel)
12447,RNA Automation
12448,La Région Centrale
12449,Android Kikaider
12450,Rick Hayes-Roth
12451,Diary studies
12452,Krzysztof Pietroszek
12453,Bamzooki
12454,Christopher Langton
12455,Linguatec
12456,Perso-Arabic Script Code for Information Interchange
12457,Unit propagation
12458,Self-replicating machines in fiction
12459,Camera resectioning
12460,Vietnamese Quoted-Readable
12461,Kalman filter
12462,Stel
12463,Un-Go
12464,Reactive planning
12465,Innoventions (Epcot)
12466,HCG 87
12467,Computer Science Ontology
12468,Joscha Bach
12469,Aaron Fechter
12470,RAPID
12471,Artificial Evolution Conference
12472,Cyberball
12473,Ralph Breaks the Internet
12474,FITALY
12475,Robo Force (toy line)
12476,Allophanic acid
12477,Michel Beaudouin-Lafon
12478,Zeitgeist (free software)
12479,Philips Hue
12480,Margin (machine learning)
12481,Lower Sepik languages
12482,Command guidance
12483,Cognitive walkthrough
12484,Nature Machine Intelligence
12485,Oscillatory neural network
12486,Digital watermarking
12487,Rev-9
12488,Sample and Data Relationship Format
12489,RoboCop Versus The Terminator
12490,Black Hole (House)
12491,.arw
12492,Graphics Turing Test
12493,Dirac (video compression format)
12494,Treasure World
12495,Chih-Jen Lin
12496,Gynoid
12497,Katie Bouman
12498,Prototype methods
12499,System justification
12500,Dioxazolone
12501,Holographic optical element
12502,Agent Communications Language
12503,Resource Prospector (rover)
12504,EyeToy
12505,Hierarchical hidden Markov model
12506,Harmonic wavelet transform
12507,Otomákoan languages
12508,Self-management (computer science)
12509,Elmo (shogi engine)
12510,Probabilistic automaton
12511,Multiseat desktop virtualization
12512,Genetic fuzzy systems
12513,String grammar
12514,NGC 3937 Group
12515,Raised by Wolves (American TV series)
12516,Knowledge Engineering and Machine Learning Group
12517,Daniel P. Miranker
12518,Wireless identification and sensing platform
12519,Acetylide
12520,Apple Media Tool
12521,William T. Freeman
12522,Visual descriptor
12523,IPhone 5C
12524,CMU Sphinx
12525,Multiple-image Network Graphics
12526,Remote sensing (archaeology)
12527,The Robot Wars
12528,Print the Legend
12529,Color motion picture film
12530,Kinebar
12531,UAV FAP
12532,Photorefractive effect
12533,Sulfoxide
12534,Machine Robo
12535,GoWarrior
12536,Scale-space axioms
12537,Alex and Michael Bronstein
12538,Graph Style Sheets
12539,Ofoto (scanner software)
12540,80 Million Tiny Images
12541,Unicode
12542,TRAPPIST
12543,Flip page
12544,International Aerial Robotics Competition
12545,Cleverpath AION Business Rules Expert
12546,Yu-Gi-Oh! Forbidden Memories
12547,Festi botnet
12548,Virtual fixture
12549,Facial motion capture
12550,Phosphine oxide
12551,Concurrency and Coordination Runtime
12552,Skou languages
12553,SunPass
12554,ORF format
12555,Mass Effect
12556,Internet Speech Audio Codec
12557,Observer-expectancy effect
12558,Magic Stones
12559,Attitudinal analytics
12560,Gaussian adaptation
12561,Rapira
12562,The Reefs of Space
12563,Pragmatic theory of truth
